Bus Name,Addr 1,Addr 2,"City, State Zip",Dist,Map
"CVS ALBANY, L.L.C.",13 PORT WATSON STREET,,"CORTLAND, NY 13045",46 miles,Map
HERBST PHARMACY INC,1 CHURCH ST,,"PORT BYRON, NY 13140",50 miles,Map
WAL-MART PHARMACY 10-1830,297 GRANT AVE,,"AUBURN, NY 13021",46 miles,Map
PINE HILL HOMETOWN PHARMACY INC.,2949 STATE ROUTE 370,,"CATO, NY 13033",46 miles,Map
ECKERD CORPORATION,153 GRANT AVENUE,,"AUBURN, NY 13021",46 miles,Map
"WALGREEN EASTERN CO., INC.",150 GRANT AVENUE,,"AUBURN, NY 13021",46 miles,Map
"KPH HEALTHCARE SERVICES, INC.",3666 NYS ROUTE 281,,"CORTLAND, NY 13045",47 miles,Map
ECKERD CORPORATION,1067 STATE ROUTE 222,,"CORTLAND, NY 13045",47 miles,Map
FRANK & FRAN DRUGS INC,360 W 1ST ST S,,"FULTON, NY 13069",43 miles,Map
"KPH HEALTHCARE SERVICES, INC.",115 ONEIDA STREET,,"FULTON, NY 13069",43 miles,Map
"KPH HEALTHCARE SERVICES, INC.",62 OWASCO STREET,,"AUBURN, NY 13021",47 miles,Map
THE GOLUB CORPORATION,12 WEST FIRST STREET SOUTH,,"FULTON, NY 13069",44 miles,Map
"KPH HEALTHCARE SERVICES, INC.",187 STATE STREET,,"AUBURN, NY 13021",48 miles,Map
RX CITY PHARMACY INC,161 GENESEE ST STE 105,,"AUBURN, NY 13021",48 miles,Map
THE GOLUB CORPORATION,854 STATE ROUTE 13,,"CORTLAND, NY 13045",49 miles,Map
BARTLES PHARMACY INC,10 LAFAYETTE PARK,P.O. BOX 630,"OXFORD, NY 13830",57 miles,Map
TOPS MARKETS,352 GENESEE STREET,,"AUBURN, NY 13021",49 miles,Map
"KPH HEALTHCARE SERVICES, INC.",40 FIRST STREET,,"ILION, NY 13357",55 miles,Map
SCRIPTS PLUS INC,10 CENTRAL AVE,,"ILION, NY 13357",55 miles,Map
THE GOLUB CORPORATION,5631 STATE HIGHWAY 12,,"NORWICH, NY 13815",54 miles,Map
"KPH HEALTHCARE SERVICES, INC.",130 MAIN STREET,,"MORAVIA, NY 13118",48 miles,Map
"KPH HEALTHCARE SERVICES, INC.",261 UTICA BOULEVARD,,"BOONVILLE, NY 13309",52 miles,Map
"KPH HEALTHCARE SERVICES, INC.",44 NORTH STREET,,"DRYDEN, NY 13053",58 miles,Map
WAYNE DRUG OF PULASKI INC,24 W BRIDGE ST,,"OSWEGO, NY 13126",55 miles,Map
OSWEGO HOSPITAL,110 W SIXTH ST,PHARMACY DEPARTMENT,"OSWEGO, NY 13126",55 miles,Map
"KPH HEALTHCARE SERVICES, INC.",174 WEST BRIDGE STREET,C/O PHARMACY,"OSWEGO, NY 13126",56 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2085 ROUTE 5&20,,"SENECA FALLS, NY 13148",62 miles,Map
"KPH HEALTHCARE SERVICES, INC.",10 MAIN STEET,,"RICHFIELD SPRINGS, NY 13439",60 miles,Map
"KPH HEALTHCARE SERVICES, INC.",7395 UTICA BLVD,,"LOWVILLE, NY 13367",69 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2255 NORTH TRIPHAMMER ROAD,,"ITHACA, NY 14850",66 miles,Map
TOPS MARKETS,2300 N. TRIPHAMMER RD,,"ITHACA, NY 14850",66 miles,Map
GANNETT: CORNELL UNIVERSITY,110 HO PLZ,,"ITHACA, NY 14853",69 miles,Map
"KPH HEALTHCARE SERVICES, INC.",513 NORTH CAYUGA STREET,,"ITHACA, NY 14850",69 miles,Map
"CVS ALBANY, L.L.C.",625 W. CLINTON ST.,,"ITHACA, NY 14850",70 miles,Map
CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DR FL 3,,"ITHACA, NY 14850",69 miles,Map
"CVS ALBANY, L.L.C.",95 BEAVER ST,,"COOPERSTOWN, NY 13326",70 miles,Map
CHURCH & SCOTT,5396 STATE HIGHWAY 28,,"COOPERSTOWN, NY 13326",70 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2100 TRUMANSBURG RD,,"TRUMANSBURG, NY 14886",69 miles,Map
THE MARY IMOGENE BASSETT HOSP,1 ATWELL RD,OUTPATIENT PHARMACY,"COOPERSTOWN, NY 13326",70 miles,Map
"KPH HEALTHCARE SERVICES, INC.",7115 NORTH MAIN STREET,P.O. BOX 369,"OVID, NY 14521",71 miles,Map
"RITE AID OF NEW YORK, INC.",400 CHESTNUT STREET,,"ONEONTA, NY 13820",74 miles,Map
ECKERD CORPORATION,94 CHESTNUT STREET,,"ONEONTA, NY 13820",76 miles,Map
THE GOLUB CORPORATION,1000 MAIN STREET,,"ONEONTA, NY 13820",75 miles,Map
AURELIA OSBORN FOX MEMORIAL SOCIETY HOSPITAL,1 NORTON AVE,,"ONEONTA, NY 13820",76 miles,Map
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",705 STATE HWY 28,,"ONEONTA, NY 13820",77 miles,Map
"MARY IMOGENE BASSETT HOSPITAL, THE",1 FOXCARE DR,,"ONEONTA, NY 13820",77 miles,Map
"KPH HEALTHCARE SERVICES, INC.",2964 STATE ROUTE 28,P. O. BOX 577,"OLD FORGE, NY 13420",87 miles,
